HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.experimentName,Input.List,Answer.age,Answer.assess,Answer.comments,Answer.education,Answer.enjoyment,Answer.fairprice,Answer.freeGenCrit,Answer.freeGenCrit1,Answer.freeGenCrit10,Answer.freeGenCrit11,Answer.freeGenCrit12,Answer.freeGenCrit13,Answer.freeGenCrit14,Answer.freeGenCrit15,Answer.freeGenCrit16,Answer.freeGenCrit17,Answer.freeGenCrit18,Answer.freeGenCrit19,Answer.freeGenCrit2,Answer.freeGenCrit20,Answer.freeGenCrit21,Answer.freeGenCrit22,Answer.freeGenCrit23,Answer.freeGenCrit24,Answer.freeGenCrit25,Answer.freeGenCrit26,Answer.freeGenCrit27,Answer.freeGenCrit28,Answer.freeGenCrit29,Answer.freeGenCrit3,Answer.freeGenCrit30,Answer.freeGenCrit31,Answer.freeGenCrit32,Answer.freeGenCrit33,Answer.freeGenCrit34,Answer.freeGenCrit35,Answer.freeGenCrit36,Answer.freeGenCrit37,Answer.freeGenCrit38,Answer.freeGenCrit39,Answer.freeGenCrit4,Answer.freeGenCrit40,Answer.freeGenCrit5,Answer.freeGenCrit6,Answer.freeGenCrit7,Answer.freeGenCrit8,Answer.freeGenCrit9,Answer.freeWordCheck,Answer.gender,Answer.listenerChoice,Answer.listenerSceneConfigs,Answer.listenerTurnOrder,Answer.litChoice1,Answer.litChoice2,Answer.litChoice3,Answer.litChoice4,Answer.litChoice5,Answer.litChoice6,Answer.litChoice7,Answer.litChoice8,Answer.nativeEnglish,Answer.othernativelanguage,Answer.problems,Answer.refTypes,Answer.sceneConfigs,Answer.sceneTime,Answer.shapeCheck,Answer.turnOrder,Answer.wrongShape,Approve,Reject
3EKTG13IZUG8L65D8K0S4K4QOIXLMV,33YD3YS58SIZ71J94O34UJ34SNQCZQ,Describe an image among several other images (about 10 min),Native English speaker required. You need to allow Javascript to work on the HIT. In this task you will be asked to describe an image among several other images . You may take ONLY 1 HIT for this task.,"image, description, game",$2.00 ,Wed Oct 25 07:59:56 PDT 2017,4,BatchId:2983980;OriginalHitTemplateId:920937340;,3600,3600,Wed Nov 01 07:59:56 PDT 2017,,,3A0EX8ZRN91ZPY68QC4B9WRCEYCBY7,kwc231cia8,Approved,Wed Oct 25 08:01:01 PDT 2017,Wed Oct 25 08:06:07 PDT 2017,Wed Oct 25 09:06:07 PDT 2017,2017-10-25 16:06:28 UTC,,,306,100% (4/4),100% (1/1),100% (1/1),impreciseAdjPracticeListenerFreeProduction,TlessC2,33,Yes,{},2,1,2,{},square,lined triangle,circle,square,line,fuller box,cylinder,triangle,circle,slightly bent line,box,half circle,box,line,arrow,triangle,small triangle,rectangle,oval,cylinder,small swirl,line,arrow,arrow,line,arrow,triangle,small square,oval,column,tornado,swirl,line,arrow,thin line,circle,triangle,square,arch,triangle,sun,Male,,CBAD;DCAB;ABCD;CDBA;DACB;CABD;CBDA;CBDA,3;4;1;6;5;8;2;7,1,1,1,1,1,1,1,1,yes,{},{},1;1;2;2;1;2;2;1;2;1;1;2;1;1;2;1;1;1;2;2;1;2;2;1;2;2;2;1;1;2;1;2;1;1;2;2;2;2;1;1,DBCA;DCAB;CDAB;CBAD;DABC;ACBD;ABDC;DABC;ACBD;BACD;BADC;BCDA;ABCD;DCBA;CADB;CDAB;ACDB;BCAD;ADBC;BCDA;CDBA;DCAB;ABDC;CBDA;CBAD;ACBD;CDAB;ABDC;BDAC;ACBD;BCDA;BACD;DACB;ACBD;CBAD;CDBA;DBCA;BADC;DCBA;CBDA,57815;3060;2901;13525;5148;3572;2933;6083;11525;3436;3065;3713;4424;3498;2786;2344;2192;4942;2386;4068;16462;10462;3667;7411;7339;2176;2808;2143;1698;2615;2686;1557;2926;1764;2818;2055;2050;21779;3241;2848,sun,17;22;1;28;36;5;4;34;40;20;25;8;27;6;16;12;35;38;13;24;10;2;23;14;18;32;7;29;19;11;37;21;3;31;9;39;26;30;33;15,0,,
3EKTG13IZUG8L65D8K0S4K4QOIXLMV,33YD3YS58SIZ71J94O34UJ34SNQCZQ,Describe an image among several other images (about 10 min),Native English speaker required. You need to allow Javascript to work on the HIT. In this task you will be asked to describe an image among several other images . You may take ONLY 1 HIT for this task.,"image, description, game",$2.00 ,Wed Oct 25 07:59:56 PDT 2017,4,BatchId:2983980;OriginalHitTemplateId:920937340;,3600,3600,Wed Nov 01 07:59:56 PDT 2017,,,3BC8WZX3V49D84BB8EY71F3JTXZRRX,28x1u9olfg,Approved,Wed Oct 25 08:04:17 PDT 2017,Wed Oct 25 08:24:25 PDT 2017,Wed Oct 25 09:24:25 PDT 2017,2017-10-25 16:24:28 UTC,,,1208,100% (2/2),100% (2/2),100% (1/1),impreciseAdjPracticeListenerFreeProduction,TlessC2,43,Yes,{},3,1,yes,{},circle with six raised dots,triangle with lines drawn through it,triangle,square,arrow,almost full cube,cube,square,broken circle,line bent at a slight angle,cylinder,incomplete triangle,nearly empty cylinder,line,shortest line not an arrow,triangle,square,rectangle,oval,curled ribbon,short curled ribbon,arrow,bent line not an arrow,arrow,long arrow,short line not an arrow,square,smaller square,oval,skinnier oval,cylinder,short squat cylinder,line not an arrow,arrow,arrow,square,square with lines drawn through it,traingle with five raised dots,curved arrow,square,sun-shaped circle and triangle arrangement,Female,,CABD;ADCB;BADC;CBDA;ACBD;DACB;DCBA;CBDA,8;1;5;7;4;6;3;2,1,21,1,1,1,1,1,1,yes,{},no,2;2;1;2;2;1;1;2;1;1;2;2;2;1;1;2;1;1;1;1;1;1;2;2;2;2;1;1;2;2;2;1;2;1;2;1;1;1;1;2,CABD;ADBC;DACB;ADBC;CBDA;CDAB;DBAC;ADCB;CADB;CADB;ACDB;ACDB;ADCB;DABC;ADBC;CDAB;CBDA;DCAB;ADCB;ADCB;BACD;DBCA;DBCA;CDBA;DBAC;BCAD;DBAC;CADB;CDAB;ABCD;ACDB;CDAB;CBAD;DCAB;BADC;DCBA;ACDB;CDBA;ADCB;CADB,13953;10000;6682;16198;15428;20059;5628;8351;7336;24554;8572;5519;7421;5286;9842;7994;4457;9679;14684;9312;5248;9815;10848;5469;5908;10819;9077;6509;19840;9851;5845;6497;5789;10279;4833;6748;9809;4571;8125;9111,sun,40;17;12;1;7;22;26;19;8;28;23;33;31;37;36;13;16;4;6;20;11;38;27;24;35;32;14;21;18;10;9;25;5;39;29;15;34;30;2;3,0,,
3EKTG13IZUG8L65D8K0S4K4QOIXLMV,33YD3YS58SIZ71J94O34UJ34SNQCZQ,Describe an image among several other images (about 10 min),Native English speaker required. You need to allow Javascript to work on the HIT. In this task you will be asked to describe an image among several other images . You may take ONLY 1 HIT for this task.,"image, description, game",$2.00 ,Wed Oct 25 07:59:56 PDT 2017,4,BatchId:2983980;OriginalHitTemplateId:920937340;,3600,3600,Wed Nov 01 07:59:56 PDT 2017,,,3HUTX6F6VV0T772A1W226CQ66I02OL,a8te4g25g5,Approved,Wed Oct 25 08:01:01 PDT 2017,Wed Oct 25 08:10:21 PDT 2017,Wed Oct 25 09:10:21 PDT 2017,2017-10-25 16:10:28 UTC,,,560,100% (2/2),100% (2/2),100% (1/1),impreciseAdjPracticeListenerFreeProduction,TlessC2,40,Yes,No comments,1,0,Sure,{},circle,lined triangle,triangle,square,arrow,mostly filled cube,cylinder,triangle with 1 dot,triangle,almost 180 degree angle,cylinder,incomplete triangle,cube,thin line,arrow,triangle,square,oval,oval,spiral,cylinder,plain line,angle with no arrow,arrow,arrow,arrow,square,triangle,rectangle,thinner oval,cylinder,spiral,arrow,curved arrow,thinner line,square,triangle,square,arrow,triangle,sun,Male,,ACDB;ADBC;DBAC;DCAB;DCBA;ACBD;BADC;ABDC,7;4;8;1;3;2;5;6,1,1,1,1,1,1,1,1,yes,{},No,2;2;1;2;2;2;2;2;2;1;2;2;2;1;2;1;2;1;1;2;1;2;2;2;1;2;1;2;1;2;2;2;2;2;1;1;1;2;2;1,DACB;BDCA;DCAB;BDAC;BDCA;ACDB;ABCD;ADCB;DCBA;CBDA;ABCD;DBAC;BCAD;BADC;ADBC;CBDA;BDCA;ADBC;DACB;CABD;CBAD;DCAB;BDCA;DBAC;DACB;ABCD;DCAB;DCAB;DACB;ACBD;ACDB;DCAB;ADBC;DCAB;BADC;DBCA;DCAB;BACD;CBAD;DABC,22767;8151;5344;4248;4168;20840;7048;25736;136612;11608;4782;7072;4448;7296;2736;3759;6368;4399;10608;8818;7392;4079;3185;2687;8273;5151;10912;5903;2847;6704;3569;3488;5456;3056;4976;6239;3392;9569;6800;3343,sun,25;19;22;23;13;40;36;18;24;5;1;21;9;27;34;26;4;12;16;2;3;30;11;17;28;35;14;7;33;10;31;37;39;32;20;8;15;38;29;6,0,,
3CESM1J3EIGM7XWKPI0DOZOKWPMW6P,33YD3YS58SIZ71J94O34UJ34SNQCZQ,Describe an image among several other images (about 10 min),Native English speaker required. You need to allow Javascript to work on the HIT. In this task you will be asked to describe an image among several other images . You may take ONLY 1 HIT for this task.,"image, description, game",$2.00 ,Wed Oct 25 07:59:56 PDT 2017,4,BatchId:2983980;OriginalHitTemplateId:920937340;,3600,3600,Wed Nov 01 07:59:56 PDT 2017,,,3483FV8BEFW3I1W610G8PC4FLI626W,q7ytnhnxk6,Approved,Wed Oct 25 08:16:21 PDT 2017,Wed Oct 25 08:31:10 PDT 2017,Wed Oct 25 09:31:10 PDT 2017,2017-10-25 16:31:28 UTC,,,889,100% (1/1),100% (1/1),100% (1/1),impreciseAdjPracticeListenerFreeProduction,TlessC2,33,Yes,I think I spelled cylinder wrong in one of the pictures by pressing the wrong key.,2,1,2,{},circle,lined triangle,triangle,almost completed circle,line without arrow,fullest box,cylinder,square,triangle,almost flat line,cylinder,half triangle,almost empty cylinder,line with arrow,arrow,square,smallest triangle,oval,oval,cylinder,flatten circle,straight line,lines with no arrow,arrow,arrow,arrow,triangle,smallest square,rectangle,rectangle,cylinger,ribbon,arrow,arrow,arrow,circle,triangle,triangle,curved line with no arrow,square,sun,Female,,DCBA;CADB;ABCD;ABDC;ADCB;DBCA;CABD;CDBA,2;3;1;8;6;7;4;5,1,1,1,1,1,1,1,1,yes,{},no problems.,2;2;1;2;1;2;1;1;1;1;2;1;1;1;2;2;2;1;1;1;2;2;1;1;1;2;2;2;1;2;2;2;1;1;1;2;1;2;2;2,BDAC;ACBD;DBCA;DCAB;DABC;BADC;BCDA;ADCB;CABD;ACBD;BDCA;BDAC;DACB;ACBD;BDAC;DABC;DBAC;BDCA;CDBA;BCAD;ACBD;ABCD;CDBA;DCAB;ACBD;ACBD;ACBD;DACB;DACB;ABDC;BDCA;CDBA;DBCA;DACB;DACB;CDAB;DCBA;BADC;DABC;ABDC,17947;23097;20088;9255;30222;7749;7491;10767;7729;3915;13046;12940;8662;4003;2714;4953;14326;2922;4412;16997;12936;28286;9229;4391;10053;12145;10299;3527;10637;3841;4748;6967;7442;4080;3202;4622;15549;2491;5220;7482,sun,4;2;3;19;36;25;21;8;16;23;14;32;10;11;22;9;34;39;31;12;20;18;6;37;7;29;35;5;13;30;26;38;15;27;33;17;28;40;1;24,0,,
3CESM1J3EIGM7XWKPI0DOZOKWPMW6P,33YD3YS58SIZ71J94O34UJ34SNQCZQ,Describe an image among several other images (about 10 min),Native English speaker required. You need to allow Javascript to work on the HIT. In this task you will be asked to describe an image among several other images . You may take ONLY 1 HIT for this task.,"image, description, game",$2.00 ,Wed Oct 25 07:59:56 PDT 2017,4,BatchId:2983980;OriginalHitTemplateId:920937340;,3600,3600,Wed Nov 01 07:59:56 PDT 2017,,,36W0OB37HXR9L1JZMQGQ9E3CF5KZH1,7ik3ohigar,Approved,Wed Oct 25 08:01:23 PDT 2017,Wed Oct 25 08:23:16 PDT 2017,Wed Oct 25 09:23:16 PDT 2017,2017-10-25 16:23:28 UTC,,,1313,100% (2/2),100% (2/2),100% (1/1),impreciseAdjPracticeListenerFreeProduction,TlessC2,29,No,{},3,1,Yes,{},circle,striped triangle,pimpled circle,square,arrow,cylinder,cylinder,square,broken circle,slightly bent line,mostly full cylinder,broken triangle,mostly empty cylinder,arrow,arrow,triangle,small trianlge,oval,oval,swirl,small swirl,arrow,bent line,arrow,arrow,arrow,triangle,triangle,rectangle,column,cylinder,swirl,thin rectangle,curved line,thin line,spotted square,striped square,pimpled square,curved line,spotted square,8 pointed,Male,,CBDA;DBCA;DCBA;BDCA;DCBA;BADC;CADB;DABC,7;5;2;8;1;3;6;4,1,1,1,1,1,1,1,1,yes,{},No,2;2;1;1;2;1;2;1;1;1;1;2;2;2;2;2;1;1;1;1;2;2;2;1;1;2;1;1;2;2;2;2;1;2;1;2;1;2;1;1,ADCB;BDCA;ADCB;DCAB;DBCA;CADB;DACB;BCAD;CDAB;DABC;BADC;ADCB;DBAC;CBAD;CABD;BDCA;ABDC;BDCA;DACB;BDCA;CDBA;BCDA;DABC;CABD;BCAD;CDBA;DABC;CABD;BDAC;CADB;CBDA;ACDB;CABD;CADB;DACB;BDAC;DBCA;ACDB;DACB;ACBD,15223;8752;6536;8169;10528;6863;5656;5584;7312;5391;6360;2585;4992;5135;5913;9464;3296;6071;3729;4880;2663;1848;1712;3297;2239;2641;2191;3448;2688;3152;1574;4856;3288;3256;4424;1704;2368;3352;2752;2672,sun,38;10;36;28;23;18;31;11;40;17;39;13;1;9;2;20;30;6;5;7;26;22;32;4;25;35;33;16;8;14;21;24;27;34;19;29;12;15;3;37,0,,
3CESM1J3EIGM7XWKPI0DOZOKWPMW6P,33YD3YS58SIZ71J94O34UJ34SNQCZQ,Describe an image among several other images (about 10 min),Native English speaker required. You need to allow Javascript to work on the HIT. In this task you will be asked to describe an image among several other images . You may take ONLY 1 HIT for this task.,"image, description, game",$2.00 ,Wed Oct 25 07:59:56 PDT 2017,4,BatchId:2983980;OriginalHitTemplateId:920937340;,3600,3600,Wed Nov 01 07:59:56 PDT 2017,,,3QY5DC2MXSX8L6YJLDTIP1CKX8SUF9,piptqcgc7a,Approved,Wed Oct 25 08:02:15 PDT 2017,Wed Oct 25 08:10:50 PDT 2017,Wed Oct 25 09:10:50 PDT 2017,2017-10-25 16:11:28 UTC,,,515,100% (1/1),100% (1/1),100% (1/1),impreciseAdjPracticeListenerFreeProduction,TlessC2,22,Yes,{},2,1,2.5,{},top circle,top triangle right,bottom square,bottom square,top right,bottom left,top cylinder,bottom square,bottom triangle,bottom arrow,top left,top left,bottom square,bottom left,top left,bottom triangle,bottom triangle,bottom left,oval left,top left,bottom right,top arrow,bottom left,bottom right,right arrow bottom,top left,bottom triangle,top triangle,top left,top left,top right,top right,bottom line,bottom left,top arrow,top square,top right,top triangle,left arrow,top square,top right,Female,,CDBA;CDAB;DCBA;ABCD;DBCA;BADC;BCAD;ADCB,3;8;1;2;5;6;4;7,1,1,1,1,1,1,1,1,yes,{},{},2;1;1;1;2;2;1;2;1;1;2;2;1;2;2;2;2;2;1;2;1;1;2;1;1;2;1;1;2;1;2;2;1;2;2;2;1;2;1;2,BCDA;ACDB;ABDC;CDAB;DCBA;BCDA;ACBD;CBDA;BADC;ACBD;CABD;BADC;BACD;ACDB;DCBA;CBDA;CBAD;ACBD;ADBC;ADCB;CABD;BCAD;BACD;CADB;CBAD;DCAB;BDCA;ABCD;CADB;CBAD;CADB;DABC;ADCB;BDCA;DACB;BDAC;BACD;DBAC;DCAB;DCBA,8642;4567;4133;8641;3241;5078;3624;7176;5141;5398;5207;4614;6133;3133;5079;16415;3344;4712;3871;8054;2183;1965;2386;2152;3209;2966;2209;1821;2934;2666;3222;4257;4382;3434;4093;3703;2545;3710;3169;3454,sun,14;22;1;11;16;10;8;33;9;27;4;15;29;18;28;5;39;26;31;19;32;37;36;35;21;12;13;6;25;3;38;30;2;23;24;7;40;34;20;17,0,,
3CESM1J3EIGM7XWKPI0DOZOKWPMW6P,33YD3YS58SIZ71J94O34UJ34SNQCZQ,Describe an image among several other images (about 10 min),Native English speaker required. You need to allow Javascript to work on the HIT. In this task you will be asked to describe an image among several other images . You may take ONLY 1 HIT for this task.,"image, description, game",$2.00 ,Wed Oct 25 07:59:56 PDT 2017,4,BatchId:2983980;OriginalHitTemplateId:920937340;,3600,3600,Wed Nov 01 07:59:56 PDT 2017,,,3YJ6NA41JCTBY3CJNHL9UTHDIYHPJB,zpeu76qybh,Approved,Wed Oct 25 08:00:54 PDT 2017,Wed Oct 25 08:21:56 PDT 2017,Wed Oct 25 09:21:56 PDT 2017,2017-10-25 16:22:28 UTC,,,1262,100% (1/1),100% (1/1),100% (1/1),impreciseAdjPracticeListenerFreeProduction,TlessC2,29,Yes,{},1,0,$2.00 ,{},circle,striped square,circle,square,arrow,cylnder,square,1 dot triangle,triangle,arrow,cylinder,half triangle,square,arrow,short line,triangle,sqaure,egg,egg,twist,cylinder,arrow,arrow,thin line,long arrow,short lne,square,small square,rectangle,small egg,twist,snake,line,straight hump,arrow,square,striped square,triangle,straight hump,square,sun,Male,,ADCB;BACD;BCDA;ABCD;BCDA;CABD;BCDA;DBCA,6;1;4;8;7;2;5;3,1,1,1,1,1,1,1,1,yes,{},no,2;2;2;1;2;1;1;1;1;2;1;2;2;2;1;1;2;2;1;2;2;1;2;2;1;2;1;2;2;1;2;1;2;1;1;1;2;2;1;2,CBAD;CABD;BDCA;ACDB;DBAC;CBDA;BADC;DCBA;ACDB;BACD;ABDC;CDAB;CABD;DABC;ADCB;BDCA;BCDA;DACB;DCBA;ADBC;ACDB;ACDB;ABDC;ACBD;ACBD;CBAD;CDAB;DACB;ABDC;ACDB;ACDB;DCBA;DBCA;BCDA;ACBD;DACB;DCAB;ABCD;DCBA;ACDB,44025;11792;11743;8810;7504;19790;23749;9702;8568;5605;8668;42010;5218;15122;8829;8005;11100;6029;6103;3493;3987;7401;8930;6223;19909;5518;8957;15701;5445;7240;39392;4668;11604;9915;6850;6211;7063;6306;12255;4528,sun,2;11;10;32;25;34;27;36;29;24;7;16;31;20;15;17;38;35;19;37;26;5;18;39;6;1;12;23;3;33;4;13;8;28;22;14;21;9;30;40,0,,
3ULIZ0H1VAIXNSG3NB1N33KQ4H315G,33YD3YS58SIZ71J94O34UJ34SNQCZQ,Describe an image among several other images (about 10 min),Native English speaker required. You need to allow Javascript to work on the HIT. In this task you will be asked to describe an image among several other images . You may take ONLY 1 HIT for this task.,"image, description, game",$2.00 ,Wed Oct 25 07:59:56 PDT 2017,4,BatchId:2983980;OriginalHitTemplateId:920937340;,3600,3600,Wed Nov 01 07:59:56 PDT 2017,,,37UEWGM5HULPFZCUAKJSVOL6PZ91RF,akeabnzx4u,Approved,Wed Oct 25 08:22:54 PDT 2017,Wed Oct 25 08:46:59 PDT 2017,Wed Oct 25 09:46:59 PDT 2017,2017-10-25 16:47:28 UTC,,,1445,100% (1/1),100% (1/1),100% (1/1),impreciseAdjPracticeListenerFreeProduction,TlessC2,28,No,thanks,4,1,$1.50 ,{},square,striped triangle,circle,outline of a square,arrow,more filled cube,mostly empty cube,square,outline of a triangle,arrow,cube,partial triangle,less filled cylinder,arrow,shorter line,triangle,square,oval,skinny oval,spiral,smaller spiral,arrow,bent arrow,thinner line,solid line,arrow,square,smaller square,rectangle,skinny rectangle,solid cylinder,spiral,line,curved arrow,arrow,dotted square,striped triangle,triangle,curved line,dotted triangle,sun,Female,,CDAB;CABD;DCAB;ACDB;CBDA;CDAB;DABC;CABD,7;5;8;2;1;6;3;4,1,1,1,1,1,1,1,1,yes,{},no problems,1;2;2;2;2;2;1;1;2;1;1;2;2;1;1;2;2;2;2;1;2;1;2;2;1;2;1;1;2;1;1;2;2;1;1;2;1;2;1;2,DCBA;BCAD;ABDC;CBAD;BACD;ABCD;BCDA;ADCB;BCAD;BDAC;CDAB;ADCB;ABCD;CBDA;DACB;CABD;CBDA;ADCB;ABCD;ADBC;CBAD;DABC;ADCB;BDCA;DABC;ACDB;DCBA;CADB;ADCB;ADCB;DBCA;ADCB;BDAC;ACDB;DBAC;ACDB;CABD;CABD;ADBC;ADCB,9863;9716;3816;8230;4952;4912;4486;5937;3952;4921;5342;5264;3528;6304;3976;5135;4426;6783;4560;2783;4883;3838;6383;4391;3248;5735;3408;4408;4136;6311;4984;2792;4106;4526;2952;2848;6225;4376;4696;4929,sun,13;37;23;31;2;4;30;36;7;26;28;33;11;20;22;35;38;5;14;16;29;27;39;3;25;17;21;9;10;15;19;40;8;12;18;32;1;6;34;24,0,,
3ULIZ0H1VAIXNSG3NB1N33KQ4H315G,33YD3YS58SIZ71J94O34UJ34SNQCZQ,Describe an image among several other images (about 10 min),Native English speaker required. You need to allow Javascript to work on the HIT. In this task you will be asked to describe an image among several other images . You may take ONLY 1 HIT for this task.,"image, description, game",$2.00 ,Wed Oct 25 07:59:56 PDT 2017,4,BatchId:2983980;OriginalHitTemplateId:920937340;,3600,3600,Wed Nov 01 07:59:56 PDT 2017,,,3AAJC4I4FH55C7EPAQJBLRJRSXOZJ6,xu8d3hrprs,Approved,Wed Oct 25 08:00:56 PDT 2017,Wed Oct 25 08:34:41 PDT 2017,Wed Oct 25 09:34:41 PDT 2017,2017-10-25 16:35:28 UTC,,,2025,100% (1/1),100% (1/1),100% (1/1),impreciseAdjPracticeListenerFreeProduction,TlessC2,33,Yes,"Thanks, have a good day!",3,1,"yes, thank you",{},the braile button,the striped triangle,the empty glass,the square fence,the lemon jelly bean,the full cup,the empty box,the solid box,the ring with a gap,one direction,the glass,The incomplete triangle,almost empty glass,the straight and bloody one,the tiny line,one direction,the box,box of mustard,the skinnier thick line,the long ribbon,the short ribbon,the line of mustard,obtuse line,one direction,one direction,the short line,the solid triangle,box filled with water,the box,the button with braile,the lemon filled glass,the short ribbon,the almost empty box,the curvy directional,one direction,the lemon jelly bean,the striped box,the button,the almost empty glass,one direction,it is very hot,Male,,CABD;CBDA;CBAD;DABC;CABD;ABCD;ABCD;DABC,1;2;8;4;5;6;3;7,1,1,1,1,1,1,21,1,yes,{},no,2;2;1;2;1;1;2;1;1;1;1;2;1;2;1;2;1;2;1;1;1;1;1;2;2;1;1;1;1;2;2;1;1;1;1;2;1;2;1;2,DABC;ABCD;CABD;DBAC;DCAB;BDCA;CBDA;BACD;DACB;ABDC;ADBC;CBDA;BADC;CDBA;BCDA;CDBA;ACBD;ACBD;CDBA;CBDA;DABC;ADCB;DCBA;CADB;CDAB;ABDC;ACBD;DCAB;ADCB;BCAD;DACB;BADC;DBCA;DCBA;BCAD;ABDC;DBAC;CDAB;DBAC;DABC,32392;8515;9025;11136;8853;11239;12218;15852;13651;7062;7092;8904;8046;15804;19008;11586;20171;52394;23789;40765;6077;14125;8231;10472;8519;9228;22942;8285;11924;43485;11761;18809;15780;12167;9268;12646;8002;6622;6871;7838,sun,21;9;24;35;19;34;25;20;3;30;7;11;23;36;39;8;13;5;16;37;40;22;1;28;6;32;26;15;31;4;14;12;10;17;29;2;33;38;27;18,0,,
3ULIZ0H1VAIXNSG3NB1N33KQ4H315G,33YD3YS58SIZ71J94O34UJ34SNQCZQ,Describe an image among several other images (about 10 min),Native English speaker required. You need to allow Javascript to work on the HIT. In this task you will be asked to describe an image among several other images . You may take ONLY 1 HIT for this task.,"image, description, game",$2.00 ,Wed Oct 25 07:59:56 PDT 2017,4,BatchId:2983980;OriginalHitTemplateId:920937340;,3600,3600,Wed Nov 01 07:59:56 PDT 2017,,,3PDJHANYK6T7XRZOKLJFCGAHA1O6HI,78a2ir4rq5,Approved,Wed Oct 25 08:11:06 PDT 2017,Wed Oct 25 08:19:19 PDT 2017,Wed Oct 25 09:19:19 PDT 2017,2017-10-25 16:19:28 UTC,,,493,100% (2/2),100% (2/2),100% (1/1),impreciseAdjPracticeListenerFreeProduction,TlessC2,38,Yes,I know I goofed on the first one. I described it as having the dotted line,3,1,1.5,{},circle,square,triangle,square,arrow,cylinder,cylinder,square,circle,slightly curved,cylinder,curved shape,cube,arrow,short straight line,square,smaller triangle,oval,narrow rectangle,cylinder,disc,straight line,curved non arrow,thin long line,arrow,small line,triangle,triangle,rectangle,dotted line,torando,short cylinder,arrow,curved arrow,thin straight line,spotted aquare,lined sqaure,square,arrow,triangle,sun,Female,,ACDB;CDAB;BCAD;CDBA;ABDC;BACD;BDCA;ADCB,8;4;7;2;6;3;5;1,1,1,1,1,1,1,1,1,yes,{},"No, I didn't have any problems",2;1;1;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1;1;2;2;1;1;1;1;1;2;2;1;1;2;1;1;2;1;1;2;1;2;1,DCAB;DBCA;DBCA;DBAC;BACD;CADB;ADCB;ABCD;CBAD;ABCD;DCBA;CBAD;CABD;ABCD;BCAD;BADC;CADB;DCBA;CBAD;ADCB;BACD;DBAC;DCAB;BDCA;BDCA;DACB;ABDC;BACD;DACB;BCDA;ADBC;CBDA;ACDB;BCAD;ABDC;ABCD;ACDB;DCAB;ADBC;ABCD,39566;12320;7849;6515;8937;9679;16226;3380;2433;2898;2982;10932;13152;7606;4052;4363;4434;3552;6697;2510;2536;2384;8693;2091;5055;7447;6723;6102;2045;5392;2525;2572;5405;2881;3646;3824;5644;4287;7243;3427,sun,36;33;9;35;32;29;2;39;11;8;31;28;18;27;14;1;12;17;6;21;16;20;3;25;22;10;40;37;13;26;7;23;5;15;34;19;38;24;30;4,0,,
