workerid,proliferate.condition,ExpFiller,Intro_object,Prime,Res_object,competitor1,competitor2,condition,condition1,correctAns1,correctAns2,determiner,determiner1,displayID,display_type,figure,instruction1,instruction3,list,location1,location10,location2,location3,location4,location5,location6,location7,location8,location9,object1,object2,object3,object4,practiceTrialType,practice_trial_number,prime,response,response_times,setting,size,size1,target1,target2,target_figure1,target_figure3,target_object1,target_object3,trial_number,catch_trials,subject_information.age,subject_information.asses,subject_information.comments,subject_information.education,subject_information.enjoyment,subject_information.fairprice,subject_information.gender,subject_information.language,subject_information.problems,system.Browser,system.OS,system.screenH,system.screenW,time_in_minutes,error
45,List3,Exp,,BoyAllMichaelRulers,,2,8,all,,AOI1,AOI7,all,,27,44-22,Michael's,,Click on the boy that has all of Michael's rulers,3,2_rulers,girl,3_erasers,2_scissors,3_pencils,1_pencil,1_eraser,boy,boy,girl,,,,,,,,boy with two rulers,11092,stationeries,small,,1,7,,boy,,2_rulers,36,[],49,Yes,I can't figure out what the point of this was?,3,0,1.50,Female,English,No,Chrome,Windows,720,1280,10.05155,
45,List3,Exp,,BoyAllAmyForks,,1,7,all,,AOI2,AOI8,all,,31,44-22,Amy's,,Click on the boy that has all of Amy's forks,3,3_plates,girl,2_forks,3_spoons,2_knives,1_spoon,1_plate,boy,boy,girl,,,,,,,,boy with two forks,3370,kitchenwares,small,,2,8,,boy,,2_forks,37,[],49,Yes,I can't figure out what the point of this was?,3,0,1.50,Female,English,No,Chrome,Windows,720,1280,10.05155,
45,List3,Exp,,GirlTwoSusanOranges,,3,9,num,,AOI4,AOI10,two,,20,44-22,Susan's,,Click on the girl that has two of Susan's oranges,3,3_pears,girl,2_bananas,3_apples,2_oranges,1_apple,1_pear,boy,boy,girl,,,,,,,,girl with two oranges,3868,fruit,small,,4,10,,girl,,2_oranges,38,[],49,Yes,I can't figure out what the point of this was?,3,0,1.50,Female,English,No,Chrome,Windows,720,1280,10.05155,
45,List3,Exp,,BoyAllMichaelPencils,,1,7,all,,AOI2,AOI8,all,,28,44-22,Michael's,,Click on the boy that has all of Michael's pencils,3,3_scissors,girl,2_pencils,2_erasers,3_rulers,1_ruler,1_scissor,boy,boy,girl,,,,,,,,boy with two pencils,4383,stationeries,small,,2,8,,boy,,2_pencils,39,[],49,Yes,I can't figure out what the point of this was?,3,0,1.50,Female,English,No,Chrome,Windows,720,1280,10.05155,
45,List3,Exp,,BoyTwoMichaelScissors,,1,7,num,,AOI2,AOI8,two,,12,33-33,Michael's,,Click on the boy that has two of Michael's scissors,3,3_rulers,girl,2_scissors,2_pencils,3_erasers,1_pencil,1_scissor,boy,boy,girl,,,,,,,,boy with two scissors,17672,stationeries,small,,2,8,,boy,,2_scissors,40,[],49,Yes,I can't figure out what the point of this was?,3,0,1.50,Female,English,No,Chrome,Windows,720,1280,10.05155,
45,List3,Exp,,GirlSomeMichaelErasers,,4,10,some,,AOI3,AOI9,some,,8,33-33,Michael's,,Click on the girl that has some of Michael's erasers,3,2_scissors,girl,3_pencils,2_erasers,3_rulers,1_eraser,1_scissor,boy,boy,girl,,,,,,,,girl with two erasers,64320,stationeries,small,,3,9,,girl,,2_erasers,41,[],49,Yes,I can't figure out what the point of this was?,3,0,1.50,Female,English,No,Chrome,Windows,720,1280,10.05155,
45,List3,Exp,,GirlTwoAmyKnives,,4,10,num,,AOI3,AOI9,two,,15,33-33,Amy's,,Click on the girl that has two of Amy's knives,3,2_spoons,girl,3_plates,2_knives,3_forks,1_spoon,1_knife,boy,boy,girl,,,,,,,,girl with two knives,4636,kitchenwares,small,,3,9,,girl,,2_knives,42,[],49,Yes,I can't figure out what the point of this was?,3,0,1.50,Female,English,No,Chrome,Windows,720,1280,10.05155,
45,List3,Filler,,BoyOneSusanApples,,2,8,one,,AOI1,AOI7,one,,37,33-33,Susan's,,Click on the boy that has one of Susan's apples,3,1_apple,girl,3_pears,3_bananas,3_oranges,2_apples,0,boy,boy,girl,,,,,,,,boy with one apple,3313,fruit,small,,1,7,,boy,,1_apple,43,[],49,Yes,I can't figure out what the point of this was?,3,0,1.50,Female,English,No,Chrome,Windows,720,1280,10.05155,
45,List3,Filler,,BoyOneMichaelRulers,,1,7,one,,AOI2,AOI8,one,,40,33-33,Michael's,,Click on the boy that has one of Michael's rulers,3,3_erasers,girl,1_ruler,3_pencils,3_scissors,2_scissors,0,boy,boy,girl,,,,,,,,boy with one ruler,4175,stationeries,small,,2,8,,boy,,1_ruler,44,[],49,Yes,I can't figure out what the point of this was?,3,0,1.50,Female,English,No,Chrome,Windows,720,1280,10.05155,
45,List3,Exp,,GirlSomeAmyKnives,,4,10,some,,AOI3,AOI9,some,,35,44-22,Amy's,,Click on the girl that has some of Amy's knives,3,3_spoons,girl,2_forks,3_knives,2_plates,1_spoon,1_knife,boy,boy,girl,,,,,,,,girl with three knives,4280,kitchenwares,big,,3,9,,girl,,3_knives,45,[],49,Yes,I can't figure out what the point of this was?,3,0,1.50,Female,English,No,Chrome,Windows,720,1280,10.05155,
45,List3,Exp,,GirlAllMichaelErasers,,3,9,all,,AOI4,AOI10,all,,9,33-33,Michael's,,Click on the girl that has all of Michael's erasers,3,3_pencils,girl,2_scissors,2_rulers,3_erasers,1_ruler,1_scissor,boy,boy,girl,,,,,,,,girl with three erasers,4349,stationeries,big,,4,10,,girl,,3_erasers,46,[],49,Yes,I can't figure out what the point of this was?,3,0,1.50,Female,English,No,Chrome,Windows,720,1280,10.05155,
45,List3,Exp,,BoyTwoMichaelErasers,,1,7,num,,AOI2,AOI8,two,,29,44-22,Michael's,,Click on the boy that has two of Michael's erasers,3,3_pencils,girl,2_erasers,3_scissors,2_rulers,1_pencil,1_scissor,boy,boy,girl,,,,,,,,boy with two erasers,4899,stationeries,small,,2,8,,boy,,2_erasers,47,[],49,Yes,I can't figure out what the point of this was?,3,0,1.50,Female,English,No,Chrome,Windows,720,1280,10.05155,
45,List3,Exp,,BoySomeAmySpoons,,2,8,some,,AOI1,AOI7,some,,17,33-33,Amy's,,Click on the boy that has some of Amy's spoons,3,2_spoons,girl,3_forks,2_knives,3_plates,1_spoon,1_knife,boy,boy,girl,,,,,,,,boy with two spoons,3775,kitchenwares,small,,1,7,,boy,,2_spoons,48,[],49,Yes,I can't figure out what the point of this was?,3,0,1.50,Female,English,No,Chrome,Windows,720,1280,10.05155,
57,List3,Prac,kitchware_Amy_Monday,,Residue_kitchen,4,,,num,AOI3,AOI9,,three,5,44-22,Amy,Click on the girl that has three of Amy's knives,,,2_spoons,girl,3_forks,3_knives,2_plates,1_fork,1_knife,boy,boy,girl,knives,D4_forks,D2_spoons,D4_knives,production practice,1,GirlThreeAmyknives,girl with three knives.,,kitchenwares,,big,3,,girl,,3_knives,,,[],19,Yes,,2,1,Yes,Male,English,Not at all,Firefox,Windows,1440,2560,9.053066666666666,
57,List3,Prac,kitchware_Amy_Tuesday,,Slience,2,,,some,AOI4,AOI10,,some,6,33-33,Amy,Click on the girl that has some of Amy's forks,,,3_spoons,girl,2_knives,3_plates,2_forks,1_fork,1_knife,boy,boy,girl,forks,D3_forks,D3_spoons,D3_knives,production practice,2,GirlSomeAmyforks,girl with two forks.,,kitchenwares,,big,4,,girl,,2_forks,,,[],19,Yes,,2,1,Yes,Male,English,Not at all,Firefox,Windows,1440,2560,9.053066666666666,
57,List3,Exp,,BoySomeSusanApples,,2,8,some,,AOI1,AOI7,some,,3,33-33,Susan's,,Click on the boy that has some of Susan's apples,3,2_apples,girl,3_pears,2_bananas,3_oranges,1_apple,1_banana,boy,boy,girl,,,,,,,,boy with two apples.,6967,fruit,small,,1,7,,boy,,2_apples,1,[],19,Yes,,2,1,Yes,Male,English,Not at all,Firefox,Windows,1440,2560,9.053066666666666,
57,List3,Exp,,BoyAllSusanApples,,2,8,all,,AOI1,AOI7,all,,24,44-22,Susan's,,Click on the boy that has all of Susan's apples,3,2_apples,girl,3_pears,3_bananas,2_oranges,1_banana,1_pear,boy,boy,girl,,,,,,,,boy with two apples.,7333,fruit,small,,1,7,,boy,,2_apples,2,[],19,Yes,,2,1,Yes,Male,English,Not at all,Firefox,Windows,1440,2560,9.053066666666666,
57,List3,Filler,,BoyFourSusanBananas,,1,7,four,,AOI2,AOI8,four,,44,44-22,Susan's,,Click on the boy that has four of Susan's bananas,3,1_orange,girl,4_bananas,3_pears,2_apples,1_orange,1_pear,boy,boy,girl,,,,,,,,boy with four bananas.,12892,fruit,big,,2,8,,boy,,4_bananas,3,[],19,Yes,,2,1,Yes,Male,English,Not at all,Firefox,Windows,1440,2560,9.053066666666666,
57,List3,Exp,,BoyThreeMichaelPencils,,1,7,num,,AOI2,AOI8,three,,11,33-33,Michael's,,Click on the boy that has three of Michael's pencils,3,2_erasers,girl,3_pencils,2_rulers,3_scissors,1_ruler,1_eraser,boy,boy,girl,,,,,,,,boy with three pencils.,10685,stationeries,big,,2,8,,boy,,3_pencils,4,[],19,Yes,,2,1,Yes,Male,English,Not at all,Firefox,Windows,1440,2560,9.053066666666666,
57,List3,Exp,,GirlAllMichaelScissors,,4,10,all,,AOI3,AOI9,all,,10,33-33,Michael's,,Click on the girl that has all of Michael's scissors,3,3_rulers,girl,2_erasers,3_scissors,2_pencils,1_pencil,1_eraser,boy,boy,girl,,,,,,,,girl with three scissors.,25932,stationeries,big,,3,9,,girl,,3_scissors,5,[],19,Yes,,2,1,Yes,Male,English,Not at all,Firefox,Windows,1440,2560,9.053066666666666,
57,List3,Filler,,GirlFourMichaelPencils,,3,9,four,,AOI4,AOI10,four,,48,44-22,Michael's,,Click on the girl that has four of Michael's pencils,3,1_ruler,girl,2_erasers,3_scissors,4_pencils,1_ruler,1_scissor,boy,boy,girl,,,,,,,,girl with four pencils,10664,stationeries,big,,4,10,,girl,,4_pencils,6,[],19,Yes,,2,1,Yes,Male,English,Not at all,Firefox,Windows,1440,2560,9.053066666666666,
57,List3,Exp,,GirlThreeAmyForks,,4,10,num,,AOI3,AOI9,three,,34,44-22,Amy's,,Click on the girl that has three of Amy's forks,3,2_spoons,girl,3_plates,3_forks,2_knives,1_fork,1_plate,boy,boy,girl,,,,,,,,girl with three forks.,8916,kitchenwares,big,,3,9,,girl,,3_forks,7,[],19,Yes,,2,1,Yes,Male,English,Not at all,Firefox,Windows,1440,2560,9.053066666666666,
57,List3,Filler,,BoyOneAmySpoons,,1,7,one,,AOI2,AOI8,one,,39,33-33,Amy's,,Click on the boy that has one of Amy's spoons,3,3_forks,girl,1_spoon,3_plates,3_knives,2_spoons,0,boy,boy,girl,,,,,,,,boy with one spoon.,7304,kitchenwares,small,,2,8,,boy,,1_spoon,8,[],19,Yes,,2,1,Yes,Male,English,Not at all,Firefox,Windows,1440,2560,9.053066666666666,
57,List3,Exp,,BoySomeAmyPlates,,1,7,some,,AOI2,AOI8,some,,18,33-33,Amy's,,Click on the boy that has some of Amy's plates,3,3_knives,girl,2_plates,3_spoons,2_forks,1_plate,1_fork,boy,boy,girl,,,,,,,,boy with two plates.,7349,kitchenwares,small,,2,8,,boy,,2_plates,9,[],19,Yes,,2,1,Yes,Male,English,Not at all,Firefox,Windows,1440,2560,9.053066666666666,
57,List3,Exp,,BoyTwoAmyPlates,,2,8,num,,AOI1,AOI7,two,,33,44-22,Amy's,,Click on the boy that has two of Amy's plates,3,2_plates,girl,3_spoons,2_forks,3_knives,1_spoon,1_knife,boy,boy,girl,,,,,,,,boy with two plates.,8422,kitchenwares,small,,1,7,,boy,,2_plates,10,[],19,Yes,,2,1,Yes,Male,English,Not at all,Firefox,Windows,1440,2560,9.053066666666666,
57,List3,Exp,,BoySomeSusanBananas,,2,8,some,,AOI1,AOI7,some,,21,44-22,Susan's,,Click on the boy that has some of Susan's bananas,3,3_bananas,girl,2_oranges,3_apples,2_pears,1_apple,1_banana,boy,boy,girl,,,,,,,,boy with three bananas.,10155,fruit,big,,1,7,,boy,,3_bananas,11,[],19,Yes,,2,1,Yes,Male,English,Not at all,Firefox,Windows,1440,2560,9.053066666666666,
57,List3,Filler,,GirlOneSusanPears,,3,9,one,,AOI4,AOI10,one,,42,33-33,Susan's,,Click on the girl that has one of Susan's pears,3,3_bananas,girl,3_oranges,3_apples,1_pear,2_pears,0,boy,boy,girl,,,,,,,,girl with one pear.,7058,fruit,small,,4,10,,girl,,1_pear,12,[],19,Yes,,2,1,Yes,Male,English,Not at all,Firefox,Windows,1440,2560,9.053066666666666,
57,List3,Exp,,GirlAllAmyPlates,,4,10,all,,AOI3,AOI9,all,,13,33-33,Amy's,,Click on the girl that has all of Amy's plates,3,2_knives,girl,3_spoons,3_plates,2_forks,1_fork,1_knife,boy,boy,girl,,,,,,,,girl with three plates.,6686,kitchenwares,big,,3,9,,girl,,3_plates,13,[],19,Yes,,2,1,Yes,Male,English,Not at all,Firefox,Windows,1440,2560,9.053066666666666,
57,List3,Exp,,GirlAllSusanOranges,,4,10,all,,AOI3,AOI9,all,,5,33-33,Susan's,,Click on the girl that has all of Susan's oranges,3,2_pears,girl,3_apples,3_oranges,2_bananas,1_banana,1_pear,boy,boy,girl,,,,,,,,girl with three oranges.,6914,fruit,big,,3,9,,girl,,3_oranges,14,[],19,Yes,,2,1,Yes,Male,English,Not at all,Firefox,Windows,1440,2560,9.053066666666666,
57,List3,Filler,,GirlFourAmyPlates,,3,9,four,,AOI4,AOI10,four,,47,44-22,Amy's,,Click on the girl that has four of Amy's plates,3,1_knife,girl,3_forks,2_spoons,4_plates,1_knife,1_fork,boy,boy,girl,,,,,,,,girl with four plates.,9026,kitchenwares,big,,4,10,,girl,,4_plates,15,[],19,Yes,,2,1,Yes,Male,English,Not at all,Firefox,Windows,1440,2560,9.053066666666666,
57,List3,Filler,,BoyFourMichaelScissors,,2,8,four,,AOI1,AOI7,four,,43,44-22,Michael's,,Click on the boy that has four of Michael's scissors,3,4_scissors,girl,1_pencil,2_rulers,3_erasers,1_pencil,1_eraser,boy,boy,girl,,,,,,,,boy with four scissors.,12892,stationeries,big,,1,7,,boy,,4_scissors,16,[],19,Yes,,2,1,Yes,Male,English,Not at all,Firefox,Windows,1440,2560,9.053066666666666,
57,List3,Filler,,GirlFourSusanOranges,,4,10,four,,AOI3,AOI9,four,,45,44-22,Susan's,,Click on the girl that has four of Susan's oranges,3,2_pears,girl,3_apples,4_oranges,1_banana,1_banana,1_apple,boy,boy,girl,,,,,,,,girl with four oranges.,6297,fruit,big,,3,9,,girl,,4_oranges,17,[],19,Yes,,2,1,Yes,Male,English,Not at all,Firefox,Windows,1440,2560,9.053066666666666,
57,List3,Exp,,GirlSomeMichaelRulers,,3,9,some,,AOI4,AOI10,some,,26,44-22,Michael's,,Click on the girl that has some of Michael's rulers,3,3_pencils,girl,2_scissors,2_erasers,3_rulers,1_pencil,1_ruler,boy,boy,girl,,,,,,,,girl with three rulers.,7418,stationeries,big,,4,10,,girl,,3_rulers,18,[],19,Yes,,2,1,Yes,Male,English,Not at all,Firefox,Windows,1440,2560,9.053066666666666,
57,List3,Exp,,GirlSomeMichaelErasers,,4,10,some,,AOI3,AOI9,some,,8,33-33,Michael's,,Click on the girl that has some of Michael's erasers,3,2_scissors,girl,3_pencils,2_erasers,3_rulers,1_eraser,1_scissor,boy,boy,girl,,,,,,,,girl with two erasers.,10746,stationeries,small,,3,9,,girl,,2_erasers,19,[],19,Yes,,2,1,Yes,Male,English,Not at all,Firefox,Windows,1440,2560,9.053066666666666,
57,List3,Filler,,BoyOneMichaelRulers,,1,7,one,,AOI2,AOI8,one,,40,33-33,Michael's,,Click on the boy that has one of Michael's rulers,3,3_erasers,girl,1_ruler,3_pencils,3_scissors,2_scissors,0,boy,boy,girl,,,,,,,,boy with one ruler.,6054,stationeries,small,,2,8,,boy,,1_ruler,20,[],19,Yes,,2,1,Yes,Male,English,Not at all,Firefox,Windows,1440,2560,9.053066666666666,
57,List3,Exp,,GirlTwoSusanOranges,,3,9,num,,AOI4,AOI10,two,,20,44-22,Susan's,,Click on the girl that has two of Susan's oranges,3,3_pears,girl,2_bananas,3_apples,2_oranges,1_apple,1_pear,boy,boy,girl,,,,,,,,girl with two oranges.,7162,fruit,small,,4,10,,girl,,2_oranges,21,[],19,Yes,,2,1,Yes,Male,English,Not at all,Firefox,Windows,1440,2560,9.053066666666666,
57,List3,Exp,,BoyAllMichaelPencils,,1,7,all,,AOI2,AOI8,all,,28,44-22,Michael's,,Click on the boy that has all of Michael's pencils,3,3_scissors,girl,2_pencils,2_erasers,3_rulers,1_ruler,1_scissor,boy,boy,girl,,,,,,,,boy with two pencils.,6218,stationeries,small,,2,8,,boy,,2_pencils,22,[],19,Yes,,2,1,Yes,Male,English,Not at all,Firefox,Windows,1440,2560,9.053066666666666,
57,List3,Exp,,GirlAllMichaelErasers,,3,9,all,,AOI4,AOI10,all,,9,33-33,Michael's,,Click on the girl that has all of Michael's erasers,3,3_pencils,girl,2_scissors,2_rulers,3_erasers,1_ruler,1_scissor,boy,boy,girl,,,,,,,,girl with three erasers.,11083,stationeries,big,,4,10,,girl,,3_erasers,23,[],19,Yes,,2,1,Yes,Male,English,Not at all,Firefox,Windows,1440,2560,9.053066666666666,
57,List3,Exp,,BoyAllAmyForks,,1,7,all,,AOI2,AOI8,all,,31,44-22,Amy's,,Click on the boy that has all of Amy's forks,3,3_plates,girl,2_forks,3_spoons,2_knives,1_spoon,1_plate,boy,boy,girl,,,,,,,,boy with two forks.,6489,kitchenwares,small,,2,8,,boy,,2_forks,24,[],19,Yes,,2,1,Yes,Male,English,Not at all,Firefox,Windows,1440,2560,9.053066666666666,
57,List3,Filler,,BoyOneAmyPlates,,2,8,one,,AOI1,AOI7,one,,38,33-33,Amy's,,Click on the boy that has one of Amy's plates,3,1_plate,girl,3_knives,3_forks,3_spoons,2_plates,0,boy,boy,girl,,,,,,,,boy with one plate.,5538,kitchenwares,small,,1,7,,boy,,1_plate,25,[],19,Yes,,2,1,Yes,Male,English,Not at all,Firefox,Windows,1440,2560,9.053066666666666,
57,List3,Exp,,GirlThreeSusanBananas,,3,9,num,,AOI4,AOI10,three,,19,44-22,Susan's,,Click on the girl that has three of Susan's bananas,3,3_oranges,girl,2_apples,2_pears,3_bananas,1_banana,1_orange,boy,boy,girl,,,,,,,,girl with three bananas.,6664,fruit,big,,4,10,,girl,,3_bananas,26,[],19,Yes,,2,1,Yes,Male,English,Not at all,Firefox,Windows,1440,2560,9.053066666666666,
57,List3,Exp,,BoySomeSusanPears,,1,7,some,,AOI2,AOI8,some,,22,44-22,Susan's,,Click on the boy that has some of Susan's pears,3,2_apples,girl,3_pears,3_oranges,2_bananas,1_orange,1_pear,boy,boy,girl,,,,,,,,boy with three pears.,11340,fruit,big,,2,8,,boy,,3_pears,27,[],19,Yes,,2,1,Yes,Male,English,Not at all,Firefox,Windows,1440,2560,9.053066666666666,
57,List3,Exp,,GirlTwoAmyKnives,,4,10,num,,AOI3,AOI9,two,,15,33-33,Amy's,,Click on the girl that has two of Amy's knives,3,2_spoons,girl,3_plates,2_knives,3_forks,1_spoon,1_knife,boy,boy,girl,,,,,,,,girl with two knives.,6806,kitchenwares,small,,3,9,,girl,,2_knives,28,[],19,Yes,,2,1,Yes,Male,English,Not at all,Firefox,Windows,1440,2560,9.053066666666666,
57,List3,Exp,,BoyTwoSusanPears,,2,8,num,,AOI1,AOI7,two,,1,33-33,Susan's,,Click on the boy that has two of Susan's pears,3,2_pears,girl,3_bananas,2_apples,3_oranges,1_apple,1_pear,boy,boy,girl,,,,,,,,boy with two pears.,10340,fruit,small,,1,7,,boy,,2_pears,29,[],19,Yes,,2,1,Yes,Male,English,Not at all,Firefox,Windows,1440,2560,9.053066666666666,
57,List3,Exp,,GirlSomeMichaelScissors,,4,10,some,,AOI3,AOI9,some,,25,44-22,Michael's,,Click on the girl that has some of Michael's scissors,3,3_erasers,girl,2_rulers,3_scissors,2_pencils,1_eraser,1_scissor,boy,boy,girl,,,,,,,,girl with three scissors.,8279,stationeries,big,,3,9,,girl,,3_scissors,30,[],19,Yes,,2,1,Yes,Male,English,Not at all,Firefox,Windows,1440,2560,9.053066666666666,
57,List3,Filler,,BoyOneSusanApples,,2,8,one,,AOI1,AOI7,one,,37,33-33,Susan's,,Click on the boy that has one of Susan's apples,3,1_apple,girl,3_pears,3_bananas,3_oranges,2_apples,0,boy,boy,girl,,,,,,,,boy with one apple.,10951,fruit,small,,1,7,,boy,,1_apple,31,[],19,Yes,,2,1,Yes,Male,English,Not at all,Firefox,Windows,1440,2560,9.053066666666666,
57,List3,Exp,,GirlSomeSusanOranges,,3,9,some,,AOI4,AOI10,some,,4,33-33,Susan's,,Click on the girl that has some of Susan's oranges,3,2_pears,girl,3_apples,3_bananas,2_oranges,1_orange,1_pear,boy,boy,girl,,,,,,,,girl with two oranges.,5749,fruit,small,,4,10,,girl,,2_oranges,32,[],19,Yes,,2,1,Yes,Male,English,Not at all,Firefox,Windows,1440,2560,9.053066666666666,
57,List3,Exp,,GirlSomeAmyForks,,3,9,some,,AOI4,AOI10,some,,36,44-22,Amy's,,Click on the girl that has some of Amy's forks,3,3_plates,girl,2_knives,2_spoons,3_forks,1_plate,1_fork,boy,boy,girl,,,,,,,,girl with three forks.,13549,kitchenwares,big,,4,10,,girl,,3_forks,33,[],19,Yes,,2,1,Yes,Male,English,Not at all,Firefox,Windows,1440,2560,9.053066666666666,
57,List3,Filler,,GirlFourAmyKnives,,4,10,four,,AOI3,AOI9,four,,46,44-22,Amy's,,Click on the girl that has four of Amy's knives,3,1_spoon,girl,3_plates,4_knives,2_forks,1_spoon,1_plate,boy,boy,girl,,,,,,,,girl with four knives.,7845,kitchenwares,big,,3,9,,girl,,4_knives,34,[],19,Yes,,2,1,Yes,Male,English,Not at all,Firefox,Windows,1440,2560,9.053066666666666,
57,List3,Exp,,BoyTwoMichaelScissors,,1,7,num,,AOI2,AOI8,two,,12,33-33,Michael's,,Click on the boy that has two of Michael's scissors,3,3_rulers,girl,2_scissors,2_pencils,3_erasers,1_pencil,1_scissor,boy,boy,girl,,,,,,,,boy with two scissors.,8705,stationeries,small,,2,8,,boy,,2_scissors,35,[],19,Yes,,2,1,Yes,Male,English,Not at all,Firefox,Windows,1440,2560,9.053066666666666,
57,List3,Exp,,BoySomeMichaelPencils,,1,7,some,,AOI2,AOI8,some,,7,33-33,Michael's,,Click on the boy that has some of Michael's pencils,3,3_scissors,girl,2_pencils,3_erasers,2_rulers,1_pencil,1_ruler,boy,boy,girl,,,,,,,,boy with two pencils.,6146,stationeries,small,,2,8,,boy,,2_pencils,36,[],19,Yes,,2,1,Yes,Male,English,Not at all,Firefox,Windows,1440,2560,9.053066666666666,
57,List3,Filler,,GirlOneMichaelErasers,,4,10,one,,AOI3,AOI9,one,,41,33-33,Michael's,,Click on the girl that has one of Michael's erasers,3,3_pencils,girl,3_scissors,1_eraser,3_rulers,2_erasers,0,boy,boy,girl,,,,,,,,girl with one eraser.,10879,stationeries,small,,3,9,,girl,,1_eraser,37,[],19,Yes,,2,1,Yes,Male,English,Not at all,Firefox,Windows,1440,2560,9.053066666666666,
57,List3,Exp,,BoyAllAmyKnives,,1,7,all,,AOI2,AOI8,all,,14,33-33,Amy's,,Click on the boy that has all of Amy's knives,3,2_spoons,girl,3_knives,2_plates,3_forks,1_spoon,1_plate,boy,boy,girl,,,,,,,,boy with three knives.,9169,kitchenwares,big,,2,8,,boy,,3_knives,38,[],19,Yes,,2,1,Yes,Male,English,Not at all,Firefox,Windows,1440,2560,9.053066666666666,
57,List3,Exp,,GirlThreeMichaelRulers,,3,9,num,,AOI4,AOI10,three,,30,44-22,Michael's,,Click on the girl that has three of Michael's rulers,3,3_erasers,girl,2_pencils,2_scissors,3_rulers,1_ruler,1_eraser,boy,boy,girl,,,,,,,,girl with three rulers.,8413,stationeries,big,,4,10,,girl,,3_rulers,39,[],19,Yes,,2,1,Yes,Male,English,Not at all,Firefox,Windows,1440,2560,9.053066666666666,
57,List3,Exp,,BoyTwoMichaelErasers,,1,7,num,,AOI2,AOI8,two,,29,44-22,Michael's,,Click on the boy that has two of Michael's erasers,3,3_pencils,girl,2_erasers,3_scissors,2_rulers,1_pencil,1_scissor,boy,boy,girl,,,,,,,,boy with two erasers.,7668,stationeries,small,,2,8,,boy,,2_erasers,40,[],19,Yes,,2,1,Yes,Male,English,Not at all,Firefox,Windows,1440,2560,9.053066666666666,
57,List3,Exp,,BoyAllAmySpoons,,2,8,all,,AOI1,AOI7,all,,32,44-22,Amy's,,Click on the boy that has all of Amy's spoons,3,2_spoons,girl,3_knives,3_forks,2_plates,1_fork,1_knife,boy,boy,girl,,,,,,,,boy with two spoons.,6396,kitchenwares,small,,1,7,,boy,,2_spoons,41,[],19,Yes,,2,1,Yes,Male,English,Not at all,Firefox,Windows,1440,2560,9.053066666666666,
57,List3,Exp,,BoySomeAmySpoons,,2,8,some,,AOI1,AOI7,some,,17,33-33,Amy's,,Click on the boy that has some of Amy's spoons,3,2_spoons,girl,3_forks,2_knives,3_plates,1_spoon,1_knife,boy,boy,girl,,,,,,,,boy with two spoons.,6501,kitchenwares,small,,1,7,,boy,,2_spoons,42,[],19,Yes,,2,1,Yes,Male,English,Not at all,Firefox,Windows,1440,2560,9.053066666666666,
57,List3,Exp,,GirlAllSusanPears,,3,9,all,,AOI4,AOI10,all,,6,33-33,Susan's,,Click on the girl that has all of Susan's pears,3,2_oranges,girl,3_bananas,2_apples,3_pears,1_apple,1_orange,boy,boy,girl,,,,,,,,girl with three pears.,7418,fruit,big,,4,10,,girl,,3_pears,43,[],19,Yes,,2,1,Yes,Male,English,Not at all,Firefox,Windows,1440,2560,9.053066666666666,
57,List3,Exp,,BoyAllMichaelRulers,,2,8,all,,AOI1,AOI7,all,,27,44-22,Michael's,,Click on the boy that has all of Michael's rulers,3,2_rulers,girl,3_erasers,2_scissors,3_pencils,1_pencil,1_eraser,boy,boy,girl,,,,,,,,boy with two rulers.,8507,stationeries,small,,1,7,,boy,,2_rulers,44,[],19,Yes,,2,1,Yes,Male,English,Not at all,Firefox,Windows,1440,2560,9.053066666666666,
57,List3,Exp,,GirlThreeAmySpoons,,4,10,num,,AOI3,AOI9,three,,16,33-33,Amy's,,Click on the girl that has three of Amy's spoons,3,2_forks,girl,3_knives,3_spoons,2_plates,1_fork,1_plate,boy,boy,girl,,,,,,,,girl with three spoons.,7268,kitchenwares,big,,3,9,,girl,,3_spoons,45,[],19,Yes,,2,1,Yes,Male,English,Not at all,Firefox,Windows,1440,2560,9.053066666666666,
57,List3,Exp,,GirlSomeAmyKnives,,4,10,some,,AOI3,AOI9,some,,35,44-22,Amy's,,Click on the girl that has some of Amy's knives,3,3_spoons,girl,2_forks,3_knives,2_plates,1_spoon,1_knife,boy,boy,girl,,,,,,,,girl with three knives.,19328,kitchenwares,big,,3,9,,girl,,3_knives,46,[],19,Yes,,2,1,Yes,Male,English,Not at all,Firefox,Windows,1440,2560,9.053066666666666,
57,List3,Exp,,BoyThreeSusanApples,,2,8,num,,AOI1,AOI7,three,,2,33-33,Susan's,,Click on the boy that has three of Susan's apples,3,3_apples,girl,2_oranges,2_bananas,3_pears,1_banana,1_orange,boy,boy,girl,,,,,,,,boy with three apples.,6376,fruit,big,,1,7,,boy,,3_apples,47,[],19,Yes,,2,1,Yes,Male,English,Not at all,Firefox,Windows,1440,2560,9.053066666666666,
57,List3,Exp,,GirlAllSusanBananas,,3,9,all,,AOI4,AOI10,all,,23,44-22,Susan's,,Click on the girl that has all of Susan's bananas,3,3_apples,girl,2_pears,3_oranges,2_bananas,1_apple,1_orange,boy,boy,girl,,,,,,,,girl with two bananas.,5986,fruit,small,,4,10,,girl,,2_bananas,48,[],19,Yes,,2,1,Yes,Male,English,Not at all,Firefox,Windows,1440,2560,9.053066666666666,
