HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.experimentName,Input.List,Answer.comment,Answer.freeGenCrit,Answer.freeGenCrit1,Answer.freeGenCrit10,Answer.freeGenCrit11,Answer.freeGenCrit12,Answer.freeGenCrit13,Answer.freeGenCrit14,Answer.freeGenCrit15,Answer.freeGenCrit16,Answer.freeGenCrit17,Answer.freeGenCrit18,Answer.freeGenCrit19,Answer.freeGenCrit2,Answer.freeGenCrit20,Answer.freeGenCrit21,Answer.freeGenCrit22,Answer.freeGenCrit23,Answer.freeGenCrit24,Answer.freeGenCrit25,Answer.freeGenCrit26,Answer.freeGenCrit27,Answer.freeGenCrit28,Answer.freeGenCrit29,Answer.freeGenCrit3,Answer.freeGenCrit30,Answer.freeGenCrit31,Answer.freeGenCrit32,Answer.freeGenCrit33,Answer.freeGenCrit34,Answer.freeGenCrit35,Answer.freeGenCrit36,Answer.freeGenCrit37,Answer.freeGenCrit38,Answer.freeGenCrit39,Answer.freeGenCrit4,Answer.freeGenCrit40,Answer.freeGenCrit5,Answer.freeGenCrit6,Answer.freeGenCrit7,Answer.freeGenCrit8,Answer.freeGenCrit9,Answer.freeWordCheck,Answer.refTypes,Answer.sceneConfigs,Answer.sceneTime,Answer.shapeCheck,Answer.turnOrder,Answer.wrongShape,Approve,Reject
3E6L1VR4XWZKWBAPZTQDKB2KWS0F6L,309SUPN8PFH0IYRD198RIZQDK442HL,Give brief descriptions of images (about 10 min),In this task you will be asked to give brief descriptions of images. You may take ONLY 1 HIT for this task. Native English speaker required. You need to allow Javascript to work on the HIT.,"image, description, game",$1.50 ,Fri Feb 10 07:45:26 PST 2017,5,BatchId:2682432;OriginalHitTemplateId:920937340;,5400,10800,Fri Feb 10 07:56:59 PST 2017,,,3JWH6J9I9TQ5DZ2UJAV0SGT5OEXBNK,oxszotteak,Approved,Fri Feb 10 07:47:38 PST 2017,Fri Feb 10 07:57:39 PST 2017,Fri Feb 10 10:57:39 PST 2017,Fri Feb 10 08:04:53 PST 2017,,,601,100% (3/3),100% (1/1),100% (1/1),impreciseAdjInterpretation,TlessC1,Fun!:) love it!,{},cylinder,dotted circle,box,circle,thin arch,square,arch,tornado,triangle,Arrow,square,wavy,box,sun,line,wave,square,square,star,cylinde,square,thin line,cloud,glass,arrow,straight line,triangle,wave,circle,long line,tornado,star,line,star,arrow,Triangle,star,cylinder,arrow arch,square,Choose the sun shaped object,3;4;3;3;3;3;2;2;1;3;3;1;1;1;3;4;2;2;2;2;3;1;3;2;2;3;2;4;4;1;2;1;4;4;2;2;2;4;1;2,ACDB;CDBA;CBDA;CABD;DCBA;BCDA;BCDA;CADB;CBAD;ADCB;DCBA;ADCB;ACDB;ABCD;BACD;DBAC;DACB;ACBD;BDCA;BACD;DBCA;BCAD;BACD;BCDA;CDBA;CABD;ADBC;CADB;ABDC;CADB;CDBA;CDBA;BCDA;CDAB;ADBC;DCAB;DACB;ACDB;BACD;CDAB,9793;18746;74201;2171;3060;1980;2595;3669;1856;4322;2601;2713;3014;2427;4833;3747;2005;2240;2093;2087;2622;27872;1725;1596;92518;2269;2284;1755;1601;3538;2059;2356;2365;2514;8744;40483;4572;2084;2358;2109,sun,18;5;36;6;4;40;16;3;23;32;12;19;30;11;1;31;38;17;2;37;7;29;21;34;24;28;20;22;39;14;9;35;15;33;10;8;13;26;27;25,0,,
3E6L1VR4XWZKWBAPZTQDKB2KWS0F6L,309SUPN8PFH0IYRD198RIZQDK442HL,Give brief descriptions of images (about 10 min),In this task you will be asked to give brief descriptions of images. You may take ONLY 1 HIT for this task. Native English speaker required. You need to allow Javascript to work on the HIT.,"image, description, game",$1.50 ,Fri Feb 10 07:45:26 PST 2017,5,BatchId:2682432;OriginalHitTemplateId:920937340;,5400,10800,Fri Feb 10 07:56:59 PST 2017,,,3MMN5BL1W0HUSMDHSG1UXI6TVWAM34,r7p4q58nzl,Approved,Fri Feb 10 07:47:27 PST 2017,Fri Feb 10 08:36:57 PST 2017,Fri Feb 10 11:36:57 PST 2017,Fri Feb 10 09:51:22 PST 2017,,,2970,100% (1/1),100% (1/1),100% (1/1),impreciseAdjInterpretation,TlessC1,{},{},container,cup,one dot circle,square,cookie,cylinder,cylinder,swirl,triangle,circle,cube,cloud,cube,sun,star,small square,eyebrow,open square,pentagon,small swirl,sun,sun,line,arrow,arrow,line,square,triangle,rectangle,rectangle,short container,container,thick line,triangle,arrow,cookie,square,circle,arrow,triangle,sun,3;3;4;4;1;1;3;2;2;4;1;2;3;2;2;4;2;2;2;2;3;3;4;3;3;4;4;3;3;2;2;1;2;2;4;2;4;1;1;2,BDCA;ACBD;BDAC;CBAD;CADB;DABC;DCAB;BCDA;BADC;CBAD;ACDB;ACBD;CDAB;BACD;BACD;CBAD;BADC;CBDA;DBCA;CDAB;DCAB;ACBD;ABDC;ADCB;ADBC;BDCA;CADB;DACB;BADC;DBCA;CBDA;CABD;BADC;CDAB;DABC;BCAD;DCBA;ACDB;BADC;BADC,24744;5123;4379;4299;4714;3206;2659;1851;2481;2145;3726;3013;2908;13980;4334;3563;3679;2576;3716;3457;2661;1924;4234;2332;12534;3579;3785;4497;1972;2444;2486;2546;5870;5416;10695;3175;5425;4175;3038;2146,sun,39;26;16;32;13;34;17;22;3;29;8;2;20;15;23;10;35;31;14;12;9;21;36;40;1;7;38;25;30;19;33;6;24;37;11;18;5;27;4;28,0,,
32FESTC2NH3YVAGG49YFSBVX21QCU9,309SUPN8PFH0IYRD198RIZQDK442HL,Give brief descriptions of images (about 10 min),In this task you will be asked to give brief descriptions of images. You may take ONLY 1 HIT for this task. Native English speaker required. You need to allow Javascript to work on the HIT.,"image, description, game",$1.50 ,Fri Feb 10 07:45:26 PST 2017,5,BatchId:2682432;OriginalHitTemplateId:920937340;,5400,10800,Fri Feb 10 07:56:59 PST 2017,,,32SCWG5HIIHZA8XC3YRKLPC8ASNP69,ojan65wl1p,Approved,Fri Feb 10 07:47:34 PST 2017,Fri Feb 10 07:52:14 PST 2017,Fri Feb 10 10:52:14 PST 2017,Fri Feb 10 08:04:50 PST 2017,,,280,100% (3/3),100% (1/1),100% (1/1),impreciseAdjInterpretation,TlessC1,{},{},blank square,square,triangle,circle,arrow,ribbon,emptier cube,triangle,triangle,cylinder,ribbon,cloud,cylinder,sun,arrow,small square,wavy shape,wide oval,oval,little ribbon,square,sun,line,star,arrow,circle,big triangle,square,narrow rectangle,sun,line,ribbon,thick line,arrowless arc,line,triangle,circle,square,triangle,triangle,sun,4;3;4;1;3;4;2;3;2;2;2;1;2;4;1;1;2;4;3;1;3;2;4;3;1;2;4;4;3;4;2;4;1;1;4;4;3;2;1;1,BCAD;ABDC;BACD;ABDC;DACB;BCAD;DBAC;CBAD;BCDA;DBCA;CADB;ADBC;ADBC;ABCD;BACD;BCAD;ACDB;ACDB;ADBC;BADC;BDAC;BCAD;ACDB;CDAB;ADBC;BCDA;DCAB;ADBC;DBAC;DCAB;BCDA;ACDB;DABC;CBDA;CDAB;CDAB;BCDA;ACBD;CABD;ABCD,10607;13343;3849;3707;5359;3864;2951;5099;6550;2956;2338;2120;1953;1940;1837;2520;2142;10005;1768;2053;2305;2591;2019;2442;4874;2085;1962;4086;5732;2564;1880;2766;2876;4352;2126;4844;7346;2260;2633;4282,sun,38;39;8;20;1;27;6;35;25;22;14;31;36;37;29;9;19;15;40;26;13;7;34;3;16;28;2;23;24;18;30;10;11;32;12;5;4;21;17;33,0,,
32FESTC2NH3YVAGG49YFSBVX21QCU9,309SUPN8PFH0IYRD198RIZQDK442HL,Give brief descriptions of images (about 10 min),In this task you will be asked to give brief descriptions of images. You may take ONLY 1 HIT for this task. Native English speaker required. You need to allow Javascript to work on the HIT.,"image, description, game",$1.50 ,Fri Feb 10 07:45:26 PST 2017,5,BatchId:2682432;OriginalHitTemplateId:920937340;,5400,10800,Fri Feb 10 07:56:59 PST 2017,,,38F5OAUN5OPQ1RDT3VO7IUADJCXH7V,rqw3owtyyz,Approved,Fri Feb 10 07:47:33 PST 2017,Fri Feb 10 08:01:45 PST 2017,Fri Feb 10 11:01:45 PST 2017,Fri Feb 10 08:04:50 PST 2017,,,852,100% (3/3),100% (1/1),100% (1/1),impreciseAdjInterpretation,TlessC1,{},{},square without dots,trapezoid,circle with 1 dot,squiggly line,cookie,squiggly line,less-filled cube,square,triangle,line with arrow,squiggly line,cloud,cylinder,shortest line,star,line,line with arrows,smaller oval,oval,bigger squiggly line,square,sun,straight line,star,cloud,cube,square,thicker line,thinner rectangle,square,squiggly line,cylinder,star,star,circle,circle with dots,circle,circle,lightning bolt,triangle,sun,4;3;4;3;1;4;3;4;2;4;1;4;3;4;1;2;2;2;3;1;4;3;3;4;4;2;1;4;3;4;3;3;2;4;4;3;2;1;3;3,CBDA;DCAB;DCBA;ACBD;ABDC;BDAC;DBCA;CABD;DBCA;DBCA;BCDA;CBDA;BDCA;DBAC;DACB;ADCB;ABCD;ADCB;CBAD;ABDC;ADCB;BCAD;BDCA;CBDA;ADBC;ABDC;CBDA;DBAC;ACDB;CABD;ADBC;ABDC;DCAB;BCAD;CBDA;BCAD;DCAB;BACD;BCDA;ACBD,16031;3080;8636;4276;2895;8833;3278;3856;4752;3985;3215;7041;4609;14915;2297;4880;2414;2751;7632;3199;4879;5395;6543;4433;5999;7712;11688;5017;4576;10414;6272;3184;6624;8611;7392;13490;3833;4256;18095;4271,sun,39;32;14;13;33;21;23;36;9;12;7;24;25;18;22;10;31;2;26;28;20;30;29;16;4;8;34;3;6;15;40;38;1;35;17;19;5;11;27;37,0,,
32FESTC2NH3YVAGG49YFSBVX21QCU9,309SUPN8PFH0IYRD198RIZQDK442HL,Give brief descriptions of images (about 10 min),In this task you will be asked to give brief descriptions of images. You may take ONLY 1 HIT for this task. Native English speaker required. You need to allow Javascript to work on the HIT.,"image, description, game",$1.50 ,Fri Feb 10 07:45:26 PST 2017,5,BatchId:2682432;OriginalHitTemplateId:920937340;,5400,10800,Fri Feb 10 07:56:59 PST 2017,,,3GU1KF0O4JE5GKE7ZP8SW5Y0OTYPBU,cydag8i22b,Approved,Fri Feb 10 07:47:37 PST 2017,Fri Feb 10 08:19:37 PST 2017,Fri Feb 10 11:19:37 PST 2017,Fri Feb 10 09:51:19 PST 2017,,,1920,100% (3/3),100% (1/1),100% (1/1),impreciseAdjInterpretation,TlessC1,{},red square,{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},sun,4;1;2;2;3;3;4;3;4;4;4;4;3;3;2;4;1;4;3;1;3;3;4;1;4;2;1;2;4;3;4;4;2;1;3;2;3;1;4;3,BDCA;,{},sun,9;26;5;16;12;18;3;23;15;17;20;11;31;38;33;40;39;25;34;24;4;28;21;7;22;36;8;2;14;6;10;37;13;32;30;27;1;35;19;29,0,,
32FESTC2NH3YVAGG49YFSBVX21QCU9,309SUPN8PFH0IYRD198RIZQDK442HL,Give brief descriptions of images (about 10 min),In this task you will be asked to give brief descriptions of images. You may take ONLY 1 HIT for this task. Native English speaker required. You need to allow Javascript to work on the HIT.,"image, description, game",$1.50 ,Fri Feb 10 07:45:26 PST 2017,5,BatchId:2682432;OriginalHitTemplateId:920937340;,5400,10800,Fri Feb 10 07:56:59 PST 2017,,,3KKG4CDWKJB03YDR3L2821SF9XZ94D,w2yvfw4m94,Approved,Fri Feb 10 07:47:40 PST 2017,Fri Feb 10 08:47:12 PST 2017,Fri Feb 10 11:47:12 PST 2017,Fri Feb 10 09:51:19 PST 2017,,,3572,100% (8/8),100% (1/1),100% (1/1),impreciseAdjInterpretation,TlessC1,{},{},circle,oval,triangle,circle,circle,cylinder,cylinder,spiral,most incomplete circle,arrow,almost full cylinder,incomplete triangle,sponge,shortest line,line,biggest square,arrow,rectangle,rectangle,spiral,sun,thin line,90 degree angle without arrow,line,medium length line,box,square,squiggly line,incomplete triangle,thin rectangle,line,star,star,triangle,circle,circle without dots,circle,circle,arrow,square with dots,sun,2;2;1;4;4;4;3;2;1;3;2;1;3;2;2;4;4;2;1;3;4;1;1;4;2;1;1;3;4;1;1;3;2;3;3;2;3;4;3;3,CDAB;DACB;BDAC;BADC;DCBA;CDBA;CDBA;CDAB;BDAC;BCAD;DBAC;ACBD;BDCA;BADC;CBAD;BCAD;ACDB;CDAB;DCBA;CADB;BDAC;ABDC;ABCD;BADC;BCDA;CADB;DBAC;ADCB;ACBD;BDCA;CDAB;ABDC;BACD;ACBD;BCAD;BDCA;DCBA;DBAC;ADCB;CDAB,16958;6449;4907;6482;10836;5148;15627;17994;20211;3538;7769;20941;10039;12578;4055;10011;5527;3292;15597;8160;8865;2520;4220;3440;2607;3836;4002;7793;8195;4317;8021;3358;6109;2890;6782;13472;22488;3241;11348;3527,sun,21;11;1;12;5;20;26;17;35;7;14;19;15;31;30;16;25;37;33;10;23;39;22;6;28;4;8;27;24;32;9;13;2;40;29;36;3;38;34;18,0,,
32FESTC2NH3YVAGG49YFSBVX21QCU9,309SUPN8PFH0IYRD198RIZQDK442HL,Give brief descriptions of images (about 10 min),In this task you will be asked to give brief descriptions of images. You may take ONLY 1 HIT for this task. Native English speaker required. You need to allow Javascript to work on the HIT.,"image, description, game",$1.50 ,Fri Feb 10 07:45:26 PST 2017,5,BatchId:2682432;OriginalHitTemplateId:920937340;,5400,10800,Fri Feb 10 07:56:59 PST 2017,,,3SITXWYCNWMAPTGYLGI9QIK3QS7BX4,zfzowxlv0l,Approved,Fri Feb 10 07:47:53 PST 2017,Fri Feb 10 08:06:09 PST 2017,Fri Feb 10 11:06:09 PST 2017,Fri Feb 10 09:51:19 PST 2017,,,1096,100% (1/1),100% (1/1),100% (1/1),impreciseAdjInterpretation,TlessC1,{},{},oval,14 dots,cube,swivvel,wide around,horiontal,less filled cube,ribbon,line,oval,cube,stylo,small line,sun,heart,square big,swivvel,rectangle,oval,big ribbon,box,straight,nimbus,straight across,nimbus,straigh across,square,swivel,partial,sun,oval,nimbus,line smaller,around,straight across,polka circle,stripes triangle,five dots,around,polka,sun,3;4;3;1;1;2;1;1;1;4;3;4;4;3;1;4;3;4;2;4;3;4;1;3;2;1;1;4;1;2;3;2;2;4;3;4;4;3;4;2,DBAC;ADBC;CDBA;BADC;BCDA;BDAC;ADCB;DABC;BADC;BCDA;ACBD;CDAB;BCAD;DACB;DBCA;DBCA;DACB;CDBA;CDBA;BDCA;DABC;BACD;CADB;ACDB;ABCD;CDAB;DCBA;DCBA;BDCA;DACB;DABC;DBCA;BDCA;CDAB;CBAD;BDCA;BACD;DCBA;DBCA;ABCD,46036;16613;7451;3729;2652;3744;5603;4266;7972;6002;2322;9740;7313;161536;26071;1982;41647;2462;29712;11305;6751;4859;8085;8037;4634;13476;3018;11659;2912;3813;1699;2174;4886;6028;3947;141896;2729;3111;3271;16356,sun,29;34;35;16;28;3;2;9;30;4;11;27;14;25;7;21;17;8;18;6;12;1;39;40;37;15;38;23;24;20;36;26;32;5;33;13;22;31;19;10,0,,
385MDVINFCSYVSBR91U2X3TPD1AJWT,309SUPN8PFH0IYRD198RIZQDK442HL,Give brief descriptions of images (about 10 min),In this task you will be asked to give brief descriptions of images. You may take ONLY 1 HIT for this task. Native English speaker required. You need to allow Javascript to work on the HIT.,"image, description, game",$1.50 ,Fri Feb 10 07:45:26 PST 2017,5,BatchId:2682432;OriginalHitTemplateId:920937340;,5400,10800,Fri Feb 10 07:57:00 PST 2017,,,39GHHAVOMG4P9AQ0PXTLRV6I52BJ4I,5qvdxg5lga,Approved,Fri Feb 10 07:47:29 PST 2017,Fri Feb 10 09:01:43 PST 2017,Fri Feb 10 12:01:43 PST 2017,Fri Feb 10 09:51:21 PST 2017,,,4454,100% (3/3),100% (1/1),100% (1/1),impreciseAdjInterpretation,TlessC1,interesting : ),{},cannister,cool glass of liquid,3 dimensions,batton,line,liquid box,box filled almost completely,box,circle with an entrance,go right,twister,half of a yeild sign,picture an omlette,line,i love you,christmas present,magic carpet,not quite a square,octogon,twister,empty box,esun,sharp turn,parallel,line,dotted globe,triangle,full box,earth,pool sitkc,jar,twister,go this way!,striped triangle,line,racing stripes,striped christmas gift,looking under a microscope,make a sharp turn,box,the sun,3;2;2;4;3;1;3;2;4;4;3;3;2;1;4;2;4;2;3;3;4;4;1;3;3;4;1;4;3;1;1;4;1;1;2;2;1;2;2;1,ACBD;CBAD;DCBA;BDCA;ABCD;CDBA;BDCA;ADCB;BACD;BACD;CDBA;DABC;BADC;DBAC;BCAD;CDBA;BACD;ADCB;DBCA;ADBC;CDAB;BACD;CBDA;CADB;DBCA;BDAC;DCAB;CBDA;DBCA;ADBC;BCAD;DACB;DCAB;BCAD;CBDA;ACBD;BDCA;DABC;CADB;CDAB,52448;10562;13399;22405;4611;20767;8008;9377;14481;6192;12358;22159;8079;7498;5617;5615;13038;7080;8168;2091;8446;9594;2046;8662;4504;2607;2137;2000;2264;2264;3320;4776;13543;2649;3274;7696;4909;4593;2712;5962,sun,20;10;39;30;27;37;36;23;8;11;6;17;2;7;3;19;5;25;9;40;35;33;16;24;1;38;21;31;29;13;14;26;15;34;18;32;4;28;22;12,0,,
385MDVINFCSYVSBR91U2X3TPD1AJWT,309SUPN8PFH0IYRD198RIZQDK442HL,Give brief descriptions of images (about 10 min),In this task you will be asked to give brief descriptions of images. You may take ONLY 1 HIT for this task. Native English speaker required. You need to allow Javascript to work on the HIT.,"image, description, game",$1.50 ,Fri Feb 10 07:45:26 PST 2017,5,BatchId:2682432;OriginalHitTemplateId:920937340;,5400,10800,Fri Feb 10 07:57:00 PST 2017,,,3RANCT1ZVGUI8PM3GB7M6BLZWAQBUC,n4jtko18o1,Approved,Fri Feb 10 07:54:59 PST 2017,Fri Feb 10 08:43:55 PST 2017,Fri Feb 10 11:43:55 PST 2017,Fri Feb 10 09:51:21 PST 2017,,,2936,100% (1/1),100% (1/1),100% (1/1),impreciseAdjInterpretation,TlessC1,{},{},circle lego,triangle,triangle,ray,circle,ribbon,almost empty cube,sphere,circle with a break in it,arrow,almost full glass,half triangle,cloud,skinny long rectangle,arrow,smaller square,square,rectangle,star,large tornado ribbon,ribbon,medium rectangle,obtuse angle with arrow,arrow,smallest rectangle,circle,large triangle,square,skinny rectangle,square,tornado ribbon,cylinder,medium rectangle,star,rectangle,square,square,square lego,triangle,triangle,sun,2;2;2;3;2;1;2;3;2;1;2;3;3;4;1;3;1;2;1;3;1;2;4;2;2;3;1;1;1;2;4;4;1;1;4;3;2;1;1;1,ACBD;CDAB;DABC;CDAB;CDBA;ABCD;DCBA;CBAD;ABDC;ADCB;DCAB;BACD;CBAD;BDCA;BDAC;CABD;BCAD;ADBC;ABCD;BCAD;CBDA;CADB;DCAB;CDBA;DACB;BACD;DBCA;ACBD;ACBD;CBDA;CABD;BADC;DCBA;DACB;CDAB;CADB;DBCA;ABDC;ACDB;DBCA,12173;10966;15136;6817;5069;3930;4667;4800;9576;6898;4614;3547;5037;6581;3610;3038;2739;2352;1832;5804;2198;2712;1677;9163;2491;5252;1749;2866;5040;4080;2057;4672;1355;1619;2224;3404;1799;3642;4968;1883,sun,35;29;17;8;7;33;39;20;15;25;23;9;1;21;2;16;32;6;5;3;30;40;22;27;24;38;4;14;19;31;34;36;26;18;28;13;10;37;12;11,0,,
385MDVINFCSYVSBR91U2X3TPD1AJWT,309SUPN8PFH0IYRD198RIZQDK442HL,Give brief descriptions of images (about 10 min),In this task you will be asked to give brief descriptions of images. You may take ONLY 1 HIT for this task. Native English speaker required. You need to allow Javascript to work on the HIT.,"image, description, game",$1.50 ,Fri Feb 10 07:45:26 PST 2017,5,BatchId:2682432;OriginalHitTemplateId:920937340;,5400,10800,Fri Feb 10 07:57:00 PST 2017,,,3XUHV3NRVLBBENZAF29AKAWHS62H5G,qdjjtdku13,Approved,Fri Feb 10 07:47:32 PST 2017,Fri Feb 10 07:53:21 PST 2017,Fri Feb 10 10:53:21 PST 2017,Fri Feb 10 08:04:51 PST 2017,,,349,100% (1/1),100% (1/1),100% (1/1),impreciseAdjInterpretation,TlessC1,{},{},square nothing in it,oval,circle one dot inside,circle with piece out of it,circle,full cube,cube with least water in it,tornado,tiangle,oval,almost full cylinder,cloud,cube,short line no arrow head,small line,square small,brush stroke,thin oval,star,full clandier,cake,thin line,110 degree angle no arrow head,star,long line without arrow head,short line no arrow head,square,scrible,rectangle large,picture frame,toarnado,star,star,star,arrow,circle with dots in it,star,circle,arc no arrow head,line,the sun,4;3;1;3;1;3;3;1;3;3;1;1;3;1;1;4;2;3;1;2;4;1;4;3;4;3;2;2;4;4;1;1;2;3;1;3;2;4;3;2,CBDA;DABC;CDAB;DBCA;CADB;DABC;ABCD;DCAB;BADC;ADCB;BADC;CDAB;BDCA;DBCA;CADB;CBDA;ACBD;DCAB;CADB;ABDC;DBCA;BACD;BDCA;DCAB;CBDA;ABDC;DBCA;CADB;DBAC;ACBD;DCAB;BCAD;ACDB;CDBA;ABCD;CBDA;DABC;BADC;CBDA;BDAC,10349;2356;7647;2464;5198;16255;1926;7479;1607;5100;2554;6272;1918;1916;10161;2060;2315;4135;9684;7127;8234;7022;3232;3697;10344;3750;7380;2134;5123;2321;1372;5578;2238;4348;3077;6560;2779;2136;3326;1369,sun,16;30;31;39;32;15;6;21;38;36;20;11;9;33;12;10;7;8;28;24;19;5;29;22;3;14;17;13;27;40;26;25;2;34;37;35;23;18;1;4,0,,
3YLPJ8OXX8QNHAXWGZ3KTKID46Q4XG,309SUPN8PFH0IYRD198RIZQDK442HL,Give brief descriptions of images (about 10 min),In this task you will be asked to give brief descriptions of images. You may take ONLY 1 HIT for this task. Native English speaker required. You need to allow Javascript to work on the HIT.,"image, description, game",$1.50 ,Fri Feb 10 07:45:26 PST 2017,5,BatchId:2682432;OriginalHitTemplateId:920937340;,5400,10800,Fri Feb 10 07:57:00 PST 2017,,,31LVTDXBL8N256GY3U1BF3UK150RLB,ce4vqycoop,Approved,Fri Feb 10 07:47:32 PST 2017,Fri Feb 10 08:08:06 PST 2017,Fri Feb 10 11:08:06 PST 2017,Fri Feb 10 09:51:25 PST 2017,,,1234,100% (3/3),100% (1/1),100% (1/1),impreciseAdjInterpretation,TlessC2,{},{},square,triangle with lines,circle,square,cloud,almost full box,line with circles,circle,triangle,cookie,cup,circle,almost full cup,short line,arrow,curved line,small triangle,half square,thin rectangle,tornado,tornado,arrow,line with arrow,arrow,short line,short line,squigly line,small square,curved line,wide oval,cylinder,cloud,line with no arrow,curved line with no arrow,cookie,triangle,triangle,cup,line,circle,sun,1;4;2;1;3;2;4;4;4;1;1;2;4;1;4;3;2;3;1;4;1;2;4;1;3;1;1;4;2;2;1;1;4;1;4;4;1;3;1;3,CDBA;ACBD;DABC;ABDC;CABD;DBCA;BCAD;ABCD;BCAD;ACDB;DBAC;CDAB;DCAB;BDAC;ABCD;CDBA;ABDC;BADC;ABCD;DCAB;DCBA;CDAB;CADB;CDBA;DCAB;BACD;BACD;CDBA;BCAD;CADB;BACD;BACD;BACD;BCDA;BCDA;BCAD;CBDA;DCAB;BDAC;DCBA,9958;7735;3943;4072;2119;3216;1728;2647;4616;5017;5247;2703;4609;4416;2680;2168;2927;7904;3408;2361;8128;7320;3856;2424;4609;1904;7511;2857;2726;3440;3027;4702;2455;1737;2912;2231;2399;2153;2231;7729,sun,25;20;21;12;8;31;19;16;33;35;10;38;34;14;22;13;17;4;32;29;15;37;40;1;3;2;36;27;28;7;24;39;23;11;5;18;9;6;30;26,0,,
3YLPJ8OXX8QNHAXWGZ3KTKID46Q4XG,309SUPN8PFH0IYRD198RIZQDK442HL,Give brief descriptions of images (about 10 min),In this task you will be asked to give brief descriptions of images. You may take ONLY 1 HIT for this task. Native English speaker required. You need to allow Javascript to work on the HIT.,"image, description, game",$1.50 ,Fri Feb 10 07:45:26 PST 2017,5,BatchId:2682432;OriginalHitTemplateId:920937340;,5400,10800,Fri Feb 10 07:57:00 PST 2017,,,3C44YUNSI22YVHCRDLZYRVM0REAPD1,ftw1uzutev,Approved,Fri Feb 10 07:47:40 PST 2017,Fri Feb 10 08:58:11 PST 2017,Fri Feb 10 11:58:11 PST 2017,Fri Feb 10 09:51:25 PST 2017,,,4231,100% (2/2),100% (1/1),100% (1/1),impreciseAdjInterpretation,TlessC2,{},{},podium,square,circle,biggest circle,line,line,empti cup,ball,circle,least angled line,cup,open circle,full cup,thick line,large line,curve line,smallest triangle,open square,retangle,curve,square,sun,square,second thickest line,small line,short line,line,small square,football,square,podium,contorcion,line without the arrow,curve line with arrow,line with arrow,square,square with lines,square,thick curve line,circle,A SUN,3;1;4;2;2;1;2;2;4;2;1;1;2;3;2;3;1;4;1;4;2;4;4;1;3;4;4;3;3;1;1;1;3;1;2;3;1;2;1;2,BADC;CBDA;ADCB;CBDA;BACD;BADC;ADBC;DABC;DABC;DCAB;DCAB;CADB;CBDA;DCAB;DBCA;DBCA;CBAD;CADB;DCAB;ADBC;BCDA;ACBD;BCAD;BCDA;DABC;BCAD;ABDC;BCAD;ABCD;ADBC;BCDA;ACDB;BDCA;CABD;CBDA;BADC;DCBA;BCAD;CBDA;DBCA,35299;12454;7614;15174;4179;187484;29286;11507;9992;6432;10848;8664;6440;537799;7763;9324;4551;5965;14649;7686;7456;9022;4436;3263;4363;6896;2754;15170;6989;147278;8286;8450;5760;4718;3337;4153;13579;9875;7322;18118,sun,32;8;19;35;29;39;18;1;25;9;36;20;15;12;2;31;11;27;40;26;37;34;7;5;10;21;33;3;23;30;4;6;22;17;14;13;24;16;28;38,1,,
